input_id,topology_id,distribution,optimizer,parameter_set,space_m,node_count,seed,transmission_range_m,packet_size_bits,initial_energy_j,max_rounds,min_alive_ratio,alpha_weight,beta_weight,gamma_weight,cluster_head_ratio,eulc_candidate_ratio,pso_particles,pso_iterations,pso_inertia,pso_c1,pso_c2,pso_omega,contention_penalty_factor,contention_reference_degree,contention_max_multiplier
gaussian_s500_n100_seed4008_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4008,gaussian,de,baseline,500,100,4008,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4008_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4008,gaussian,de,baseline,500,100,4008,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4008_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4008,gaussian,leach,baseline,500,100,4008,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4008_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4008,gaussian,leach,baseline,500,100,4008,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4008_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4008,gaussian,leach,baseline,500,100,4008,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4009,gaussian,ga,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4009,gaussian,ga,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4009,gaussian,ga,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4009,gaussian,de,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4009,gaussian,de,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4009,gaussian,de,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4009,gaussian,leach,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4009,gaussian,leach,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4009_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4009,gaussian,leach,baseline,500,100,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4010,gaussian,ga,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4010,gaussian,ga,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4010,gaussian,ga,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4010,gaussian,de,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4010,gaussian,de,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4010,gaussian,de,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4010,gaussian,leach,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4010,gaussian,leach,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4010_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4010,gaussian,leach,baseline,500,100,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4011,gaussian,ga,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4011,gaussian,ga,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4011,gaussian,ga,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4011,gaussian,de,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4011,gaussian,de,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4011,gaussian,de,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4011,gaussian,leach,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4011,gaussian,leach,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4011_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4011,gaussian,leach,baseline,500,100,4011,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4012,gaussian,ga,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4012,gaussian,ga,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4012,gaussian,ga,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4012,gaussian,de,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4012,gaussian,de,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4012,gaussian,de,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4012,gaussian,leach,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4012,gaussian,leach,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4012_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4012,gaussian,leach,baseline,500,100,4012,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4013,gaussian,ga,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4013,gaussian,ga,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4013,gaussian,ga,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4013,gaussian,de,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4013,gaussian,de,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4013,gaussian,de,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4013,gaussian,leach,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4013,gaussian,leach,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4013_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4013,gaussian,leach,baseline,500,100,4013,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4014,gaussian,ga,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4014,gaussian,ga,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4014,gaussian,ga,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4014,gaussian,de,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4014,gaussian,de,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4014,gaussian,de,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n100_seed4014,gaussian,leach,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n100_seed4014,gaussian,leach,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n100_seed4014_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n100_seed4014,gaussian,leach,baseline,500,100,4014,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4000,gaussian,ga,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4000,gaussian,ga,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4000,gaussian,ga,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4000,gaussian,de,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4000,gaussian,de,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4000,gaussian,de,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4000,gaussian,leach,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4000,gaussian,leach,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4000_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4000,gaussian,leach,baseline,500,200,4000,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4001,gaussian,ga,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4001,gaussian,ga,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4001,gaussian,ga,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4001,gaussian,de,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4001,gaussian,de,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4001,gaussian,de,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4001,gaussian,leach,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4001,gaussian,leach,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4001_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4001,gaussian,leach,baseline,500,200,4001,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4002,gaussian,ga,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4002,gaussian,ga,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_ga_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4002,gaussian,ga,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4002,gaussian,de,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4002,gaussian,de,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p25,gaussian_s500_n200_seed4002,gaussian,de,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.25,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p10,gaussian_s500_n200_seed4002,gaussian,leach,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.1,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
gaussian_s500_n200_seed4002_leach_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5_kch0p15,gaussian_s500_n200_seed4002,gaussian,leach,baseline,500,200,4002,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.15,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
